171309|785319|
200020|785322|
245661|785330|
241130|785344|
225752|785355|
219507|785363|
207610|785386|
234955|785401|
203726|785418|
216904|785446|
246848|785472|
224774|785498|
213142|785522|
273955|785573|
399401|785622|
830806|785925|
658963|786042|
308770|786092|
304423|786156|
424457|786205|
362055|786278|
264923|786331|
281759|786390|
332639|786579|
1020422|787044|
471742|787080|
260801|787118|
267037|787209|
273517|787260|
288366|787314|
301234|787339|
298158|787354|
291801|787375|
266590|787395|
285733|787434|
315754|787467|
339694|787477|
255053|787498|
253572|787551|
365557|787624|
356255|787690|
354880|787740|
242973|787771|
242562|787786|
293261|787814|
347644|787848|
333018|787883|
392170|787905|
341626|787942|
254822|787969|
232811|787988|
224312|788011|
177813|788029|
225497|788076|
301023|788108|
250520|788136|
246651|788191|
252031|788244|
246231|788277|
207563|788313|
251158|788352|
247632|788381|
235242|788412|
235845|788437|
275511|788483|
472718|788714|
386933|788827|
433628|788932|
376028|789035|
269814|789099|
245531|789184|
241004|789259|
253314|789326|
240548|789352|
263765|789447|
266864|789493|
223827|789520|
219066|789537|
675761|789884|
726282|790216|
496815|790351|
244088|790371|
217192|790400|
245153|790428|
286434|790455|
217777|790478|
176716|790505|
210054|790533|
236540|790566|
226457|790594|
211771|790633|
191933|790663|
229989|790680|
246035|790704|
269222|790734|
230238|790748|
326362|790827|
682533|791089|
379866|791106|
221275|791134|
209592|791154|
227366|791181|
219673|791195|
