223801|976335
298465|976354
338455|976383
343019|976402
404773|976453
390220|976497
396340|976536
346750|976585
378430|976652
399348|976733
369288|976779
413703|976900
536686|977019
686182|977165
645181|977273
436349|977369
404162|977441
433337|977606
382064|977732
411123|977838
382582|977898
360782|977964
398392|978017
412927|978056
390869|978085
386524|978547
927128|978705
560962|978744
358493|978779
333395|978830
377532|978878
358887|978920
533128|978998
487322|979077
379106|979118
336535|979143
478692|979188
554795|979223
655622|979297
568526|979398
886272|979643
669770|979730
553353|979806
532124|979854
534917|979899
467618|979942
446473|979976
496790|980009
489693|980038
438278|980085
428227|980128
440325|980178
560847|980249
594907|980311
536619|980369
529180|980428
511842|980451
589347|980511
579526|980564
394870|980597
337609|980635
336792|980687
875369|981247
657666|981301
451888|981373
379580|981507
392190|981612
378101|981680
360560|981851
