187001|965068
265281|965093
311705|965102
399103|965125
360739|965159
320540|965216
331487|965281
447455|965416
437859|965504
450043|965593
393498|965735
390703|965830
396120|965926
416823|966006
411329|966103
516857|966259
487972|966381
415616|966480
500787|966712
653581|966993
599648|967133
574586|967267
645390|967424
526639|967539
489918|967744
554821|967996
554100|968130
495475|968235
449863|968324
435709|968412
449632|968512
442941|968635
429264|968719
428877|968822
484593|968919
481803|968996
504158|969065
473247|969128
470313|969188
448080|969246
590375|969399
487045|969492
411822|969564
430843|969639
384352|969685
454347|969728
495724|969795
394657|969840
352953|969887
366159|969920
392561|969973
394460|970028
358956|970084
335585|970127
355488|970167
303536|970203
310473|970250
334674|970295
331589|970344
354017|970414
388229|970523
