191525|905716
261375|905739
303874|905768
318725|905822
298152|905876
344372|905958
371879|906044
397184|906182
462491|906330
377787|906459
332346|906580
370891|906739
412217|906893
418077|907052
481972|907242
444440|907378
374352|907482
370475|907580
406485|907716
397805|907820
363254|907945
363406|908032
377258|908134
356691|908208
339161|908288
350249|908359
415558|908499
513897|908661
1162778|911347
930242|911611
505913|911725
536463|912013
542578|912164
468543|912256
407875|912392
437675|912557
447070|912639
479130|912714
458664|912822
481512|912923
464529|913058
444044|913157
542943|913259
568168|913397
487925|913502
478124|913566
402980|913626
374206|913718
417525|913790
408948|913864
428077|913951
401747|914013
335711|914060
321458|914130
327439|914184
594170|914226
573814|914241
543087|914256
499765|914274
501409|914279
487619|914299
483867|914312
495088|914317
483306|914334
502289|914350
507609|914368
577884|914394
323315|914412
266155|914419
269955|914440
