216420|880846
371180|880891
288476|880978
266560|881059
319261|881140
319341|881234
321890|881301
395971|881354
374699|881411
354749|881488
359176|881559
359284|881651
346662|881742
327205|881819
311804|881907
366454|882014
906812|882714
955906|882931
473889|882994
338347|883035
300965|883097
297417|883133
330079|883171
345508|883214
416728|883268
351199|883314
302458|883358
312488|883415
353885|883473
365774|883518
362405|883555
930639|883968
791733|884034
354064|884071
342505|884101
381826|884138
381151|884179
346797|884207
305135|884246
292765|884274
314944|884307
340413|884357
343566|884385
304442|884439
320598|884478
355710|884522
306017|884551
333522|884576
342535|884593
337642|884625
320282|884672
331000|884694
351511|884727
505836|884801
413145|884840
334083|884886
335516|884925
433010|884975
419984|885020
396584|885064
530561|885119
419576|885174
424325|885233
376022|885269
349344|885312
321440|885333
308127|885367
286371|885398
292317|885412
317116|885455
339077|885507
317518|885526
311581|885559
454722|885600
463183|885626
415117|885662
333833|885681
292096|885693
275060|885706
263854|885732
263389|885748
254007|885772
233469|885792
