169231|838497
261582|838530
289294|838584
308531|838669
307070|838808
339488|838963
327393|839075
330812|839151
289178|839227
291676|839323
349365|839505
415758|839622
402642|839799
436392|839961
429872|840047
391591|840132
313726|840186
334373|840322
384412|840441
345082|840515
382108|840609
382388|840704
377082|840805
349746|840907
340330|841031
482156|841961
1288871|842813
723717|843153
516543|843368
375139|843533
381681|843644
375816|843759
439736|843879
457922|844031
469335|844210
491507|844368
1403172|845820
886115|845997
488228|846182
423806|846387
417372|846581
449879|846904
1690082|849334
1117991|849671
1704792|852339
1449809|852523
828534|852774
723939|852920
625922|853068
683353|853189
538173|853302
713890|853461
716898|853659
665392|853846
1285239|854595
1137846|854909
500194|855013
408939|855189
388823|855327
399497|855481
571833|855591
536794|855670
398810|855733
490921|855835
437752|855919
442719|855990
539508|856040
587952|856092
552756|856163
557007|856275
593416|856405
0|856701
