254148|1014254
385758|1014259
402604|1014278
348483|1014303
360196|1014340
361289|1014386
372372|1014411
376723|1014441
330826|1014469
323041|1014500
326428|1014531
347977|1014567
417330|1014619
445722|1014675
419331|1014741
447427|1014804
425054|1014850
375000|1014886
490402|1014938
619874|1016805
462167|1016880
516124|1016935
497982|1016992
488408|1017030
379483|1017050
325767|1017079
301372|1017103
307808|1017117
295126|1017139
427719|1017166
427621|1017185
340450|1017207
318961|1017234
364417|1017257
450004|1017330
408349|1017364
377711|1017387
368553|1017402
377189|1017409
348352|1017410
352796|1017418
291075|1017418
278972|1017420
275445|1017423
