187883|791295
251476|791324
225538|791343
212029|791388
250635|791409
249942|791454
267219|791483
306305|791517
316930|791531
280519|791579
653692|791686
682029|791766
432096|791808
308181|791842
245320|791876
236780|791907
602412|792032
650815|792135
451009|792193
316684|792235
302186|792272
300824|792317
266728|792354
342476|792403
316661|792464
298910|792543
301021|792590
312237|792637
336243|792677
247578|792704
231213|792733
284407|792772
272272|792796
243687|792813
237879|792829
246310|792836
243779|792853
234877|792867
201053|792878
196121|792886
237263|792893
204241|792908
185185|792932
189873|792949
317853|792970
244280|792991
205834|792999
0|793015
