0|1006372
0|1006376
0|1006378
247901|1006377
291300|1006395
306269|1006414
336534|1006434
325949|1006467
298042|1006497
364141|1006523
406439|1006550
436811|1006590
444986|1006641
407696|1006723
420845|1006810
407634|1006895
392252|1006978
432853|1007052
596746|1007176
575832|1007264
522650|1007445
468460|1007546
485001|1007647
443027|1007698
437949|1007776
408817|1007841
408319|1007885
409246|1007920
378036|1007953
448165|1007975
451462|1008011
416603|1008035
457242|1008058
434024|1008093
395110|1008127
381526|1008162
362346|1008200
447510|1008229
418726|1008263
384571|1008305
388989|1008337
406588|1008378
399645|1008408
446688|1008442
402232|1008532
967969|1008661
1006262|1008774
603810|1008860
883893|1009034
1503302|1009191
1222783|1009278
615579|1009340
576036|1009417
653183|1009480
609222|1009521
448737|1009578
474604|1009667
561476|1009699
656698|1009803
556494|1009847
460787|1009896
409315|1009925
393901|1009966
367568|1009997
371343|1010043
424467|1010071
372180|1010103
437732|1010125
368124|1010152
414357|1010180
427485|1010197
0|1010209
