481473|998925
570588|999031
457496|999090
408347|999266
435784|999434
420707|999672
666668|1000103
593660|1000202
583817|1000288
716502|1000309
581833|1000453
555071|1000547
568296|1000645
505934|1000731
621866|1000830
541070|1000913
467898|1000961
380972|1001003
383506|1001054
400504|1001106
403578|1001174
394172|1001210
439217|1001245
554195|1001288
708262|1001342
624607|1001380
693681|1001419
727333|1001474
791650|1001545
690443|1001609
555565|1001658
523782|1001709
774017|1001783
767665|1001846
559837|1001899
480541|1001977
447070|1002028
449665|1002081
534306|1002139
583322|1002187
395531|1002218
416814|1002265
488935|1002331
422437|1002367
372616|1002477
431896|1002562
0|1002586
