0|1002518
0|1002519
0|1002520
0|1002520
0|1002521
0|1002520
229733|1002530
331498|1002553
344095|1002573
349014|1002615
369999|1002671
396467|1002726
394046|1002779
359016|1002841
398953|1002912
417273|1002991
537397|1003081
514181|1003180
486784|1003226
452178|1003294
439333|1003372
376629|1003452
363601|1003501
341044|1003542
343831|1003578
365759|1003635
359553|1003689
353506|1003760
367743|1003862
374220|1004033
500536|1004325
449078|1004461
450914|1004513
495823|1004573
535307|1004634
435420|1004699
422891|1004749
356201|1004811
427356|1004851
510516|1004885
527095|1004926
503232|1004971
470613|1005021
464166|1005084
721334|1005152
585764|1005211
356879|1005263
384388|1005310
469838|1005376
545292|1005420
453587|1005471
487592|1005508
435284|1005546
422075|1005570
422308|1005592
347585|1005625
325637|1005666
342918|1005698
482854|1005730
405534|1005771
312978|1005834
331410|1005877
406136|1005946
434542|1005985
381342|1006013
556161|1006048
464717|1006077
801143|1006109
927236|1006139
845728|1006166
739404|1006209
779843|1006274
835460|1006323
792411|1006360
792100|1006395
729212|1006425
722364|1006467
701272|1006521
882376|1006557
