0|2161024
0|2161034
0|2161090
1484825|2161172
2255539|2161523
2252006|2161776
1782411|2162026
1837261|2162380
1820081|2162577
1593105|2162893
1501648|2163634
1119179|2164107
1486905|2164513
1337702|2164801
1405945|2165082
1102674|2165288
1306571|2165562
1925937|2165914
2191679|2166278
2146001|2166683
2093023|2167126
2237982|2167506
3471117|2168086
3316918|2168468
2017907|2168727
1750035|2168986
2717528|2169357
1777107|2169608
1230561|2169746
1174730|2169894
1612918|2170110
1739601|2170282
1574871|2170472
1615795|2170738
1268177|2170957
1124629|2171155
1194709|2171346
964649|2171498
1413824|2171675
1730167|2171860
1199602|2172032
1278699|2172241
1046950|2172404
1126068|2172529
6548345|2172593
6144579|2172749
2862528|2172966
1686566|2173193
1474352|2173363
1323901|2173714
1236318|2173877
0|2174022
