0|986142
0|986142
0|986144
0|986144
0|986145
0|986145
0|986145
0|986144
0|986143
0|986152
0|986153
0|986150
0|986150
0|986153
0|986154
0|986154
242749|986154
351248|986177
361843|986193
362116|986218
378112|986254
408240|986281
398738|986305
370046|986333
413209|986364
459635|986410
574290|986499
565905|986592
478522|986734
500876|986948
553566|987216
461779|987382
657266|987772
638519|987936
537879|988082
573988|988274
646534|988426
549300|988549
490046|988635
435642|988757
407431|988912
395290|988984
488279|989057
1337012|990006
978377|990098
529983|990214
486954|990367
486566|990467
460314|990567
447333|990663
464382|990777
459517|990898
484702|990973
403186|991014
443487|991081
446254|991164
397317|991241
423654|991321
381255|991461
529615|991565
404608|991630
368764|991680
400681|991740
412532|991799
408587|991871
403673|992015
1419200|993116
881867|993271
473437|993381
609591|993539
607581|993660
450737|993722
536175|993880
459879|993928
408645|993978
415050|994056
434930|994133
455750|994183
458601|994241
429669|994324
424994|994403
479275|994542
512274|994686
502226|994773
442359|994855
403279|994913
501178|995038
448373|995124
441990|995243
589478|995666
501047|995753
434802|995809
820515|996051
769695|996199
563985|996348
325431|996379
338309|996425
371160|996514
362489|996557
429602|996574
421097|996596
389444|996621
359713|996670
332007|996689
