0|1010056
0|1010056
270290|1010055
331834|1010082
425405|1010133
455168|1010206
497520|1010283
458735|1010334
427420|1010379
483136|1010475
462374|1010554
421556|1010621
450044|1010704
437799|1010797
385164|1010880
400289|1010968
445789|1011110
464118|1011317
436046|1011505
484026|1011666
484090|1011816
451587|1011994
528905|1012154
462884|1012190
419627|1012230
411826|1012271
375360|1012302
410612|1012343
404143|1012398
365600|1012438
309447|1012469
325681|1012494
384406|1012538
367353|1012592
477064|1012644
424061|1012679
392347|1012771
537846|1012888
612335|1013018
499534|1013095
638317|1013370
753881|1013458
536091|1013547
447825|1013623
395316|1013683
406660|1013735
438546|1013783
401426|1013836
377107|1013886
357084|1013930
370229|1013970
380325|1014015
363459|1014059
416706|1014099
581481|1014214
489964|1014245
418643|1014264
435019|1014288
478335|1014300
436125|1014320
386281|1014330
483479|1014345
456945|1014355
402191|1014364
0|1014386
