256896|970937
390123|970961
417461|971000
418521|971037
414273|971061
405326|971114
341360|971155
333645|971230
401212|971310
409762|971392
373934|971443
364856|971490
385461|971553
352620|971632
384414|971711
435439|971840
395543|971917
410557|972004
408048|972121
484719|972225
438171|972351
396747|972452
420127|972571
402132|972694
372586|972784
445322|972861
481124|972940
508435|973034
489261|973141
482892|973249
505904|973319
416451|973382
479457|973468
463858|973534
419161|973609
440602|973708
564345|973825
623787|973947
518737|974089
461284|974205
567688|974312
519672|974382
688329|974463
563282|974528
491089|974601
457868|974647
621331|974726
608659|974804
559692|974894
471531|974984
420233|975074
551641|975141
649331|975251
525607|975348
497936|975457
514128|975562
596873|975618
474633|975677
518389|975735
627136|975843
537587|975928
514378|976021
460554|976109
436925|976195
367779|976271
336237|976310
